Unnamed: 0,adm1_en,adm1_pcode,adm2_en,adm2_pcode,adm3_en,adm3_pcode,adm4_en,adm4_pcode,brgy_total_area
659,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 62,PH083747092,0.1022
660,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 71,PH083747102,0.7392
661,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 77,PH083747108,0.4995
662,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 94-A,PH083747155,1.5958
663,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 63,PH083747093,0.1855
664,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 70,PH083747101,0.0165
665,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 72,PH083747103,0.1114
666,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,San Roque,PH097332072,7.5416
667,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Santa Barbara,PH097332074,3.116
668,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Limpapa,PH097332041,15.144
669,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Zambowood,PH097332104,4.5782
670,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Rio Hondo,PH097332068,0.3583
671,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Baluno,PH097332005,33.7212
672,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Sinubung,PH097332079,13.805
673,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Curuan,PH097332024,55.7735
674,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Dita,PH097332025,12.2557
675,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Santa Catalina,PH097332075,0.6873
676,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Pasobolong,PH097332102,3.0327
677,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Limaong,PH097332040,39.0708
678,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Muti,PH097332054,18.0536
679,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Santo Niño,PH097332077,0.2535
680,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Lubigan,PH097332042,12.6001
681,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Tumaga,PH097332094,2.9361
682,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Landang Laum,PH097332036,16.0327
683,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Quiniput,PH097332066,14.3939
684,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 36 (Pob.),PH104305080,0.0571
685,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 23 (Pob.),PH104305019,0.0807
686,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Gusa,PH104305049,4.5641
687,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 12 (Pob.),PH104305008,0.0242
688,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 33 (Pob.),PH104305027,0.0574
689,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 39 (Pob.),PH104305030,0.0234
690,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 26 (Pob.),PH104305021,0.0931
691,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 22 (Pob.),PH104305018,0.1783
692,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Carmen,PH104305044,7.8835
693,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 17 (Pob.),PH104305013,0.0955
694,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Magsaysay,PH112402188,41.4993
695,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Saloy,PH112402191,21.949
696,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Malabog,PH112402065,86.4677
697,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Gumitan,PH112402183,55.7957
698,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Calinan (Pob.),PH112402026,9.0483
699,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Mabuhay,PH112402062,12.5102
700,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Catalunan Pequeño,PH112402031,5.8022
701,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Biao Guianga,PH112402017,5.8069
702,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 24-C (Pob.),PH112402157,0.0799
703,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 28-C (Pob.),PH112402161,0.1525
704,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Tapak,PH112402121,117.1487
705,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Ma-a,PH112402061,10.8594
706,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Lampianao,PH112402054,9.3673
707,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,New Carmen,PH112402082,11.1305
708,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Tigatto,PH112402125,7.7856
709,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Bucana,PH112402020,4.5405
710,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 23-C (Pob.),PH112402156,0.1992
711,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Lubogan,PH112402059,2.2291
712,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Baganihan,PH112402175,19.1256
713,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Eden,PH112402044,8.0721
714,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Lacson,PH112402052,10.0451
715,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 35-D (Pob.),PH112402168,0.0747
716,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Carmen,PH112402029,7.8821
717,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Buhangin (Pob.),PH112402021,5.5145
718,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 38-D (Pob.),PH112402171,0.1178
719,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Sasa,PH112402101,7.4529
720,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Alambre,PH112402003,3.2491
721,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Tibuloy,PH112402123,8.0523
722,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Hulo,PH137401014,0.3741
723,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Burol,PH137401007,0.0205
724,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Old Zañiga,PH137401020,0.2461
725,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Mabini-J. Rizal,PH137401015,0.1997
726,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Poblacion,PH137401024,0.2261
727,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,Bagumbayan South,PH137503003,0.0717
728,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,Navotas East,PH137503006,0.0662
729,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,"North Bay Blvd., South",PH137503009,1.6533
730,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Lasip Chico,PH015518014,0.2617
731,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Herrero,PH015518013,0.2376
732,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Lasip Grande,PH015518015,0.3925
733,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Bacayao Sur,PH015518002,0.5833
734,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Mayombo,PH015518021,1.2889
735,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Bacayao Norte,PH015518001,0.6558
736,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Malued,PH015518018,1.138
737,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Lucao,PH015518017,3.7194
738,Region III,PH030000000,Nueva Ecija,PH034900000,Palayan City,PH034919000,Singalat,PH034919012,5.7928
739,Region III,PH030000000,Nueva Ecija,PH034900000,Palayan City,PH034919000,Marcos Village,PH034919008,4.9021
740,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 61 - Maslog (Bgy. 58),PH050506060,6.3433
741,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 12 - Tula-tula (Pob.),PH050506008,0.1202
742,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 56 - Taysan (Bgy. 68),PH050506070,9.3534
743,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 6 - Bañadero Pob. (Sagpon 3),PH050506040,0.3742
744,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 53 - Bonga (Bgy. 48),PH050506047,3.98
745,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 59 - Puro (Bgy. 63),PH050506063,2.3472
746,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 30 - Pigcale (Pob.),PH050506029,0.0396
747,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 35 - Tinago (Pob.),PH050506034,0.0272
748,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 58 - Buragwis,PH050506074,0.7387
749,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 55 - Estanza (Bgy. 53),PH050506054,4.6321
750,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Jose (City Proper),PH063022200,0.0304
751,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Quintin Salas,PH063022135,0.8159
752,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Baybay Tanza,PH063022017,0.2543
753,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Oñate de Leon,PH063022120,0.5055
754,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Arsenal Aduana,PH063022007,0.0773
755,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,West Timawa,PH063022192,0.1052
756,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Dungon,PH063022049,0.9518
757,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Calaparan,PH063022031,0.3253
758,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Maria Clara,PH063022107,0.0596
759,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Democracia,PH063022044,0.0722
760,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Hibao-an Sur,PH063022067,2.1605
761,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Ingore,PH063022072,2.832
762,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Inday,PH063022070,0.1466
763,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Luna (La Paz),PH063022198,0.1097
764,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Punong-Lapuz,PH063022133,0.0521
765,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Magsaysay Village,PH063022103,0.2994
766,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Airport (Tabucan Airport),PH063022004,1.0117
767,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Compania,PH063022036,0.2227
768,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Vicente,PH063022163,0.1289
769,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Bakhaw,PH063022009,0.2456
770,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Santo Domingo,PH063022166,0.4078
771,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Isidro (Jaro),PH063022151,1.5071
772,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Divinagracia,PH063022046,0.0896
773,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,General Hughes-Montes,PH063022061,0.0908
774,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Sampaguita,PH063022146,0.1348
775,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Timawa Tanza I,PH063022185,0.0181
776,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Rizal (La Paz),PH063022202,0.0778
777,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Lapuz Sur,PH063022088,0.1232
778,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Flores,PH063022057,0.0383
779,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Delgado-Jalandoni-Bagumbayan,PH063022075,0.0235
780,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Centro (Pob.),PH072230010,0.3173
781,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Pakna-an,PH072230020,2.281
782,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Maguikay,PH072230017,1.2162
783,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Bakilid,PH072230002,0.405
784,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Labogon,PH072230015,1.4291
785,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Looc,PH072230016,0.9242
786,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 35-A,PH083747058,0.0113
787,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 60,PH083747089,0.0395
788,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 2,PH083747006,0.1341
789,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 23-A,PH083747154,0.0164
790,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 51,PH083747080,0.0064
791,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 25,PH083747047,0.1932
792,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 56-A,PH083747145,0.0723
793,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 51-A,PH083747142,0.0167
794,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 44,PH083747070,0.0379
795,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 102 (Old Kawayan),PH083747020,1.1466
796,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 8-A,PH083747153,0.0138
797,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 106 (Santo Niño),PH083747025,9.2934
798,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 109 (V & G Subd.),PH083747134,0.6178
799,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 61,PH083747091,0.0627
800,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 15,PH083747036,0.02
801,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 59,PH083747088,0.2299
802,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 54,PH083747083,0.0791
803,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 43-B,PH083747069,0.2605
804,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 48-B,PH083747141,0.011
805,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 62-A,PH083747148,0.2058
806,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 83-A (San Jose),PH083747116,0.1495
807,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 37,PH083747060,0.0789
808,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 27,PH083747049,0.0309
809,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 96 (Calanipawan),PH083747130,0.586
810,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 54-A,PH083747143,0.0247
811,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 7,PH083747014,0.0162
812,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Buenavista,PH097332012,17.3085
813,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Putik,PH097332065,3.2499
814,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Tictapul,PH097332088,35.0517
815,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Cabaluay,PH097332015,11.9972
816,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Bunguiao,PH097332013,64.9166
817,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Pamucutan,PH097332055,14.5026
818,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Calabasa,PH097332018,30.8352
819,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Bolong,PH097332011,18.379
820,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Taguiti,PH097332082,7.8974
821,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Taluksangay,PH097332086,1.518
822,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Busay (Sacol Island),PH097332014,2.3715
823,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Sibulao (Caruan),PH097332078,43.5585
824,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Manalipa,PH097332049,3.6129
825,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Guisao,PH097332030,4.0623
826,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Panubigan,PH097332057,5.1799
827,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Cawit,PH097332022,3.3696
828,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Tagasilay,PH097332081,17.8318
829,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Victoria,PH097332103,10.1352
830,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Bayabas,PH104305037,1.9973
831,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 6 (Pob.),PH104305033,0.0378
832,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 16 (Pob.),PH104305012,0.0248
833,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Bulua,PH104305003,6.5878
834,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Puntod,PH104305064,1.3999
835,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Pigsag-an,PH104305062,26.0178
836,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Mambuaya,PH104305057,6.8276
837,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Tablon,PH104305067,22.0802
838,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 5 (Pob.),PH104305036,0.0264
839,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 14 (Pob.),PH104305010,0.045
840,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 11 (Pob.),PH104305007,0.033
841,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Nazareth,PH104305058,0.697
842,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Puerto,PH104305063,9.1225
843,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 13 (Pob.),PH104305009,0.1013
844,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Bayanga,PH104305038,25.1595
845,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Kauswagan,PH104305052,4.9273
846,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Macasandig,PH104305056,6.2076
847,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Pampanga,PH112402086,1.1878
848,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Fatima (Benowang),PH112402045,27.3082
849,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Malagos,PH112402066,10.0782
850,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Mudiang,PH112402080,5.2808
851,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Lizada,PH112402057,4.5226
852,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Dominga,PH112402042,8.4317
853,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 21-C (Pob.),PH112402154,0.0916
854,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Agdao,PH112402002,0.3607
855,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 17-B (Pob.),PH112402150,0.0552
856,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 18-B (Pob.),PH112402151,0.1993
857,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Bangkas Heights,PH112402012,2.5008
858,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Inayangan,PH112402184,17.9957
859,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Salaysay,PH112402099,45.637
860,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Tugbok (Pob.),PH112402127,10.152
861,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Matina Aplaya,PH112402074,3.2361
862,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,"Kap. Tomas Monteverde, Sr.",PH112402185,0.2028
863,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Talomo River,PH112402117,8.8197
864,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Bato,PH112402014,9.8339
865,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Tagurano,PH112402114,5.8354
866,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 12-B (Pob.),PH112402145,0.1629
867,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Panacan,PH112402087,10.1275
868,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 20-B (Pob.),PH112402153,0.5784
869,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Matina Crossing,PH112402075,4.9953
870,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Bago Oshiro,PH112402006,8.3358
871,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Alfonso Angliongto Sr.,PH112402197,2.4756
872,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 37-D (Pob.),PH112402170,0.1219
873,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,New Zañiga,PH137401019,0.2249
874,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Namayan,PH137401018,0.3856
875,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Plainview,PH137401022,1.0839
876,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,Navotas West,PH137503007,0.0581
877,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,Tanza,PH137503014,5.7566
878,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,"North Bay Blvd., North",PH137503008,0.2661
